RESUMEN
Drug ID : 1,Drug Name :Aspirin,Generic Name :Acetylsalicylic Acid,Drug Class :Analgesic,Indications :Headache,Dosage Form :Tablet,Strength :325 mg,Route of Administration :Oral,Mechanism of Action :Inhibits prostaglandin synthesis,Side Effects :Stomach irritation,Contraindications :Allergy to NSAIDs,Interactions :Anticoagulants: increased bleeding risk,Warnings and Precautions :Gastric ulcers: risk of bleeding,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :PharmaCorp,Approval Date :44576,Availability :OTC,NDC :12345678901,Price :5.99/n
Drug ID : 52,Drug Name :Bromocriptine,Generic Name :Bromocriptine,Drug Class :Dopamine Agonist,Indications :Parkinson's Disease,Dosage Form :Tablet,Strength :2.5 mg,Route of Administration :Oral,Mechanism of Action :Stimulates dopamine receptors,Side Effects :Nausea,Contraindications : Hallucinations,Interactions :History of mental disorders: use with caution,Warnings and Precautions :Take with meals,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :NeuroCare,Approval Date :44444,Availability :Prescription,NDC :78901234587,Price :7.5/n
Drug ID : 53,Drug Name :Ethinyl Estradiol / Levonorgestrel,Generic Name :Ethinyl Estradiol / Levonorgestrel,Drug Class :Combined Oral Contraceptive,Indications :Contraception,Dosage Form :Pill,Strength :0.03 mg / 0.15 mg,Route of Administration :Oral,Mechanism of Action :Inhibits ovulation,Side Effects :Nausea,Contraindications : Weight gain,Interactions :Smokers: increased risk of cardiovascular events,Warnings and Precautions :Take at the same time each day,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :Women'sHealth,Approval Date :44659,Availability :Prescription,NDC :89012345698,Price :9.99/n
Drug ID : 54,Drug Name :Gabapentin,Generic Name :Gabapentin,Drug Class :Anticonvulsant,Indications :Epilepsy,Dosage Form :Capsule,Strength :300 mg,Route of Administration :Oral,Mechanism of Action :Increases GABA activity,Side Effects :Dizziness,Contraindications : Drowsiness,Interactions :History of substance abuse: use with caution,Warnings and Precautions :May cause weight gain,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :NerveEase,Approval Date :44640,Availability :Prescription,NDC :90123456709,Price :5.99/n
Drug ID : 55,Drug Name :Naproxen,Generic Name :Naproxen,Drug Class :NSAID,Indications :Pain and Inflammation,Dosage Form :Tablet,Strength :250 mg,Route of Administration :Oral,Mechanism of Action :Inhibits prostaglandin synthesis,Side Effects :Stomach irritation,Contraindications : GI bleeding,Interactions :Allergy to NSAIDs,Warnings and Precautions :Anticoagulants: increased bleeding risk,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :PainRelief,Approval Date :44477,Availability :OTC,NDC :12345678920,Price :4.25/n
Drug ID : 56,Drug Name :Carvedilol,Generic Name :Carvedilol,Drug Class :Beta Blocker,Indications :Hypertension,Dosage Form :Tablet,Strength :25 mg,Route of Administration :Oral,Mechanism of Action :Blocks beta receptors,Side Effects :Low heart rate,Contraindications : Low blood pressure,Interactions :Asthma: use with caution,Warnings and Precautions :Do not stop abruptly,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :CardioPharm,Approval Date :44576,Availability :Prescription,NDC :23456789031,Price :6.75/n
Drug ID : 57,Drug Name :Clopidogrel,Generic Name :Clopidogrel,Drug Class :Platelet Aggregation Inhibitor,Indications :Cardiovascular Disease,Dosage Form :Tablet,Strength :75 mg,Route of Administration :Oral,Mechanism of Action :Inhibits platelet aggregation,Side Effects :Dizziness,Contraindications : Bleeding risk,Interactions :Genetic variations: reduced effectiveness,Warnings and Precautions :Take with or without food,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :HeartWell,Approval Date :44722,Availability :Prescription,NDC :34567890142,Price :8.5/n
Drug ID : 58,Drug Name :Ezetimibe / Simvastatin,Generic Name :Ezetimibe / Simvastatin,Drug Class :Cholesterol-lowering,Indications :Hyperlipidemia,Dosage Form :Tablet,Strength :10 mg / 20 mg,Route of Administration :Oral,Mechanism of Action :Inhibits cholesterol absorption and synthesis,Side Effects :Muscle pain,Contraindications : Liver problems,Interactions :Simvastatin: increased risk of side effects,Warnings and Precautions :Take in the evening,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :PharmaCare,Approval Date :44522,Availability :Prescription,NDC :45678901253,Price :12.99/n
Drug ID : 59,Drug Name :Fluticasone Propionate,Generic Name :Fluticasone Propionate,Drug Class :Corticosteroid,Indications :Asthma,Dosage Form :Inhaler,Strength :50 mcg/inhalation,Route of Administration :Inhalation,Mechanism of Action :Reduces inflammation and bronchoconstriction,Side Effects :Hoarseness,Contraindications : Oral candidiasis,Interactions :Rinse mouth after use,Warnings and Precautions :Use regularly for best results,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :RespireWell,Approval Date :44625,Availability :Prescription,NDC :56789012364,Price :15.25/n
Drug ID : 60,Drug Name :Metronidazole,Generic Name :Metronidazole,Drug Class :Antibiotic,Indications :Bacterial Infections,Dosage Form :Tablet,Strength :500 mg,Route of Administration :Oral,Mechanism of Action :Disrupts DNA and protein synthesis,Side Effects :Nausea,Contraindications : Metallic taste,Interactions :Alcohol: severe reaction,Warnings and Precautions :Finish the full course of treatment,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediPharm,Approval Date :44499,Availability :Prescription,NDC :67890123475,Price :7.75/n
Drug ID : 61,Drug Name :Duloxetine,Generic Name :Duloxetine,Drug Class :Selective Serotonin-Norepinephrine Reuptake Inhibitor,Indications :Depression,Dosage Form :Capsule,Strength :30 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin and norepinephrine reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EmotionEase,Approval Date :44612,Availability :Prescription,NDC :78901234586,Price :9.99/n
Drug ID : 62,Drug Name :Chlorthalidone,Generic Name :Chlorthalidone,Drug Class :Thiazide Diuretic,Indications :Hypertension,Dosage Form :Tablet,Strength :25 mg,Route of Administration :Oral,Mechanism of Action :Increases urine output,Side Effects :Dehydration,Contraindications : Electrolyte imbalances,Interactions :Kidney impairment: avoid,Warnings and Precautions :Take with food or milk,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :DiureticCare,Approval Date :44544,Availability :Prescription,NDC :89012345697,Price :4.5/n
Drug ID : 63,Drug Name :Cefuroxime,Generic Name :Cefuroxime,Drug Class :Cephalosporin,Indications :Bacterial Infections,Dosage Form :Tablet,Strength :500 mg,Route of Administration :Oral,Mechanism of Action :Inhibits bacterial cell wall synthesis,Side Effects :Upset stomach,Contraindications : Allergic reactions,Interactions :Allergy to cephalosporins,Warnings and Precautions :Probenecid: increased blood levels,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :HealthCure,Approval Date :44653,Availability :Prescription,NDC :90123456708,Price :6.25/n
Drug ID : 64,Drug Name :Alendronate,Generic Name :Alendronate,Drug Class :Bisphosphonate,Indications :Osteoporosis,Dosage Form :Tablet,Strength :70 mg,Route of Administration :Oral,Mechanism of Action :Inhibits bone resorption,Side Effects :Stomach irritation,Contraindications : Difficulty swallowing,Interactions :Esophagus problems: remain upright after taking,Warnings and Precautions :Take on an empty stomach,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :BoneHealth,Approval Date :44635,Availability :Prescription,NDC :12345678919,Price :5.99/n
Drug ID : 65,Drug Name :Ranitidine,Generic Name :Ranitidine,Drug Class :H2 Blocker,Indications :Gastric Ulcers,Dosage Form :Tablet,Strength :150 mg,Route of Administration :Oral,Mechanism of Action :Reduces stomach acid production,Side Effects :Headache,Contraindications : Constipation,Interactions :Allergic reactions: avoid,Warnings and Precautions :Long-term use: increased risk of fractures,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediCure,Approval Date :44528,Availability :OTC,NDC :23456789030,Price :4.5/n
Drug ID : 66,Drug Name :Levetiracetam,Generic Name :Levetiracetam,Drug Class :Anticonvulsant,Indications :Epilepsy,Dosage Form :Tablet,Strength :500 mg,Route of Administration :Oral,Mechanism of Action :Precise mechanism not fully understood,Side Effects :Dizziness,Contraindications : Fatigue,Interactions :Avoid abrupt discontinuation,Warnings and Precautions :May cause behavioral changes,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :NeuroCare,Approval Date :44581,Availability :Prescription,NDC :34567890141,Price :7.25/n
Drug ID : 67,Drug Name :Pioglitazone,Generic Name :Pioglitazone,Drug Class :Thiazolidinedione,Indications :Type 2 Diabetes,Dosage Form :Tablet,Strength :30 mg,Route of Administration :Oral,Mechanism of Action :Improves insulin sensitivity,Side Effects :Fluid retention,Contraindications : Weight gain,Interactions :Bladder cancer risk: use with caution,Warnings and Precautions :Take with or without food,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :DiabetesCare,Approval Date :44600,Availability :Prescription,NDC :45678901252,Price :9.75/n
Drug ID : 68,Drug Name :Cyclobenzaprine,Generic Name :Cyclobenzaprine,Drug Class :Muscle Relaxant,Indications :Muscle Spasms,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Reduces muscle spasms,Side Effects :Drowsiness,Contraindications : Dry mouth,Interactions :Glaucoma: use with caution,Warnings and Precautions :May impair judgment,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :RelaxWell,Approval Date :44451,Availability :Prescription,NDC :56789012363,Price :5.5/n
Drug ID : 69,Drug Name :Levothyroxine,Generic Name :Levothyroxine,Drug Class :Thyroid Hormone,Indications :Hypothyroidism,Dosage Form :Tablet,Strength :75 mcg,Route of Administration :Oral,Mechanism of Action :Replaces thyroid hormone,Side Effects :Tremor,Contraindications : Insomnia,Interactions :Cardiovascular disease: use with caution,Warnings and Precautions :Take on an empty stomach,Pregnancy Category :Category A,Storage Conditions :Room temperature,Manufacturer :EndoPharm,Approval Date :44622,Availability :Prescription,NDC :67890123474,Price :3.99/n
Drug ID : 70,Drug Name :Quetiapine,Generic Name :Quetiapine,Drug Class :Atypical Antipsychotic,Indications :Schizophrenia,Dosage Form :Tablet,Strength :100 mg,Route of Administration :Oral,Mechanism of Action :Blocks dopamine and serotonin receptors,Side Effects :Drowsiness,Contraindications : Weight gain,Interactions :Elderly with dementia: increased risk of death,Warnings and Precautions :May cause dizziness,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MentalWellness,Approval Date :44669,Availability :Prescription,NDC :78901234585,Price :8.75/n
Drug ID : 71,Drug Name :Paroxetine,Generic Name :Paroxetine,Drug Class :Selective Serotonin Reuptake Inhibitor,Indications :Depression,Dosage Form :Tablet,Strength :40 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :EmotionCare,Approval Date :44474,Availability :Prescription,NDC :89012345696,Price :6.25/n
Drug ID : 72,Drug Name :Allopurinol,Generic Name :Allopurinol,Drug Class :Xanthine Oxidase Inhibitor,Indications :Gout,Dosage Form :Tablet,Strength :300 mg,Route of Administration :Oral,Mechanism of Action :Inhibits uric acid production,Side Effects :Rash,Contraindications : Liver problems,Interactions :Kidney impairment: adjust dose,Warnings and Precautions :Take with plenty of water,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :JointCare,Approval Date :44703,Availability :Prescription,NDC :90123456707,Price :5.5/n
Drug ID : 73,Drug Name :Ethinyl Estradiol / Norgestimate,Generic Name :Ethinyl Estradiol / Norgestimate,Drug Class :Monophasic Oral Contraceptive,Indications :Contraception,Dosage Form :Pill,Strength :0.035 mg / 0.25 mg,Route of Administration :Oral,Mechanism of Action :Inhibits ovulation,Side Effects :Nausea,Contraindications : Weight gain,Interactions :Smokers: increased risk of cardiovascular events,Warnings and Precautions :Take at the same time each day,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :Women'sHealth,Approval Date :44469,Availability :Prescription,NDC :12345678918,Price :9.25/n
Drug ID : 74,Drug Name :Valacyclovir,Generic Name :Valacyclovir,Drug Class :Antiviral,Indications :Herpes Infections,Dosage Form :Tablet,Strength :500 mg,Route of Administration :Oral,Mechanism of Action :Inhibits viral DNA replication,Side Effects :Headache,Contraindications : Nausea,Interactions :Kidney impairment: adjust dose,Warnings and Precautions :Stay well-hydrated,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediViral,Approval Date :44630,Availability :Prescription,NDC :23456789029,Price :7.99/n
Drug ID : 75,Drug Name :Clonazepam,Generic Name :Clonazepam,Drug Class :Benzodiazepine,Indications :Anxiety,Dosage Form :Tablet,Strength :0.5 mg,Route of Administration :Oral,Mechanism of Action :Enhances effects of GABA in the brain,Side Effects :Drowsiness,Contraindications : Addiction history,Interactions :Benzodiazepines: additive effects,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :NeuroRelax,Approval Date :44540,Availability :Prescription,NDC :34567890140,Price :4.99/n
Drug ID : 76,Drug Name :Memantine,Generic Name :Memantine,Drug Class :NMDA Receptor Antagonist,Indications :Alzheimer's Disease,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Blocks NMDA receptors,Side Effects :Dizziness,Contraindications : Headache,Interactions :Kidney impairment: adjust dose,Warnings and Precautions :Take at the same time each day,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MindCare,Approval Date :44604,Availability :Prescription,NDC :45678901251,Price :8.25/n
Drug ID : 77,Drug Name :Insulin Glargine,Generic Name :Insulin Glargine,Drug Class :Long-acting Insulin,Indications :Diabetes,Dosage Form :Multiple Dose Vial,Strength :100 units/mL,Route of Administration :Subcutaneous,Mechanism of Action :Regulates blood sugar,Side Effects :Injection site reactions,Contraindications : Hypoglycemia,Interactions :Adjust dose as needed,Warnings and Precautions :Take as directed by healthcare provider,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :DiabetesCare,Approval Date :44487,Availability :Prescription,NDC :56789012362,Price :25.5/n
Drug ID : 78,Drug Name :Potassium Chloride,Generic Name :Potassium Chloride,Drug Class :Electrolyte Supplement,Indications :Hypokalemia,Dosage Form :Tablet,Strength :20 mEq,Route of Administration :Oral,Mechanism of Action :Supplements potassium levels,Side Effects :Upset stomach,Contraindications : Nausea,Interactions :Kidney problems: use with caution,Warnings and Precautions :Take with food or immediately after a meal,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :HealthSupp,Approval Date :44650,Availability :OTC,NDC :67890123473,Price :5.25/n
Drug ID : 79,Drug Name :Tamoxifen,Generic Name :Tamoxifen,Drug Class :Selective Estrogen Receptor Modulator,Indications :Breast Cancer,Dosage Form :Tablet,Strength :20 mg,Route of Administration :Oral,Mechanism of Action :Blocks estrogen receptors,Side Effects :Hot flashes,Contraindications : Blood clots,Interactions :Personal or family history of blood clots: use with caution,Warnings and Precautions :Take with meals,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :CancerCare,Approval Date :44515,Availability :Prescription,NDC :78901234584,Price :7.75/n
Drug ID : 80,Drug Name :Latanoprost,Generic Name :Latanoprost,Drug Class :Prostaglandin Analog,Indications :Glaucoma,Dosage Form :Eye Drops,Strength :0.01%,Route of Administration :Ophthalmic,Mechanism of Action :Lowers intraocular pressure,Side Effects :Stinging,Contraindications : Darkening of iris,Interactions :Do not touch dropper tip to eye,Warnings and Precautions :Use in the evening,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EyeHealth,Approval Date :44617,Availability :Prescription,NDC :89012345695,Price :12.99/n
Drug ID : 81,Drug Name :Ranitidine,Generic Name :Ranitidine,Drug Class :H2 Blocker,Indications :Gastric Ulcers,Dosage Form :Tablet,Strength :300 mg,Route of Administration :Oral,Mechanism of Action :Reduces stomach acid production,Side Effects :Headache,Contraindications : Constipation,Interactions :Allergic reactions: avoid,Warnings and Precautions :Long-term use: increased risk of fractures,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediCure,Approval Date :44531,Availability :OTC,NDC :90123456706,Price :5.5/n
Drug ID : 82,Drug Name :Loratadine,Generic Name :Loratadine,Drug Class :Antihistamine,Indications :Allergies,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Blocks histamine receptors,Side Effects :Drowsiness,Contraindications : Dry mouth,Interactions :Do not operate heavy machinery,Warnings and Precautions :May cause drowsiness,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :ReliefAllergy,Approval Date :44576,Availability :OTC,NDC :12345678917,Price :3.99/n
Drug ID : 83,Drug Name :Bimatoprost,Generic Name :Bimatoprost,Drug Class :Prostaglandin Analog,Indications :Glaucoma,Dosage Form :Eye Drops,Strength :0.03%,Route of Administration :Ophthalmic,Mechanism of Action :Lowers intraocular pressure,Side Effects :Stinging,Contraindications : Darkening of iris,Interactions :Do not touch dropper tip to eye,Warnings and Precautions :Use in the evening,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EyeHealth,Approval Date :44625,Availability :Prescription,NDC :23456789028,Price :9.75/n
Drug ID : 84,Drug Name :Lamotrigine,Generic Name :Lamotrigine,Drug Class :Anticonvulsant,Indications :Epilepsy,Dosage Form :Tablet,Strength :150 mg,Route of Administration :Oral,Mechanism of Action :Precise mechanism not fully understood,Side Effects :Dizziness,Contraindications : Fatigue,Interactions :May cause serious skin reactions,Warnings and Precautions :May cause behavioral changes,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :NeuroCare,Approval Date :44449,Availability :Prescription,NDC :34567890139,Price :6.99/n
Drug ID : 85,Drug Name :Rosiglitazone,Generic Name :Rosiglitazone,Drug Class :Thiazolidinedione,Indications :Type 2 Diabetes,Dosage Form :Tablet,Strength :4 mg,Route of Administration :Oral,Mechanism of Action :Improves insulin sensitivity,Side Effects :Fluid retention,Contraindications : Weight gain,Interactions :Heart failure risk: use with caution,Warnings and Precautions :Take with or without food,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :DiabetesCare,Approval Date :44620,Availability :Prescription,NDC :45678901250,Price :8.5/n
Drug ID : 86,Drug Name :Citalopram,Generic Name :Citalopram,Drug Class :Selective Serotonin Reuptake Inhibitor,Indications :Depression,Dosage Form :Tablet,Strength :20 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EmotionEase,Approval Date :44491,Availability :Prescription,NDC :56789012361,Price :5.75/n
Drug ID : 87,Drug Name :Prednisone,Generic Name :Prednisone,Drug Class :Corticosteroid,Indications :Inflammatory Conditions,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Suppresses immune response,Side Effects :Weight gain,Contraindications : Mood changes,Interactions :Avoid alcohol and grapefruit,Warnings and Precautions :Take with food or milk,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :InflammaCare,Approval Date :44630,Availability :Prescription,NDC :67890123472,Price :4.25/n
Drug ID : 88,Drug Name :Fluticasone Propionate / Salmeterol,Generic Name :Fluticasone Propionate / Salmeterol,Drug Class :Corticosteroid / Long-acting Beta Agonist,Indications :Asthma,Dosage Form :Inhaler,Strength :100 mcg / 50 mcg per inhalation,Route of Administration :Inhalation,Mechanism of Action :Reduces inflammation and bronchoconstriction,Side Effects : Hoarseness,Contraindications : Oral candidiasis,Interactions :Rinse mouth after use,Warnings and Precautions :Use regularly for best results,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :RespireCare,Approval Date :44469,Availability :Prescription,NDC :78901234583,Price :18.99/n
Drug ID : 89,Drug Name :Simvastatin,Generic Name :Simvastatin,Drug Class :Cholesterol-lowering,Indications :Hyperlipidemia,Dosage Form :Tablet,Strength :40 mg,Route of Administration :Oral,Mechanism of Action :Inhibits cholesterol synthesis,Side Effects :Muscle pain,Contraindications : Liver problems,Interactions :Strong CYP3A4 inhibitors: increased risk of side effects,Warnings and Precautions :Avoid grapefruit juice,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :PharmaWell,Approval Date :44635,Availability :Prescription,NDC :89012345694,Price :6.25/n
Drug ID : 90,Drug Name :Ciprofloxacin,Generic Name :Ciprofloxacin,Drug Class :Fluoroquinolone,Indications :Bacterial Infections,Dosage Form :Tablet,Strength :500 mg,Route of Administration :Oral,Mechanism of Action :Inhibits bacterial DNA synthesis,Side Effects :Nausea,Contraindications : Diarrhea,Interactions :Allergy to fluoroquinolones,Warnings and Precautions :Taking with dairy products: decreased absorption,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MediPharm,Approval Date :44542,Availability :Prescription,NDC :90123456705,Price :5.5/n
Drug ID : 91,Drug Name :Hydrochlorothiazide / Lisinopril,Generic Name :Hydrochlorothiazide / Lisinopril,Drug Class :Diuretic / ACE Inhibitor,Indications :Hypertension,Dosage Form :Tablet,Strength :12.5 mg / 10 mg,Route of Administration :Oral,Mechanism of Action :Increases urine output / Inhibits angiotensin-converting enzyme,Side Effects :Cough,Contraindications : Low blood pressure,Interactions :Kidney problems: use with caution,Warnings and Precautions :Take with food or milk,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :HeartHealth,Approval Date :44586,Availability :Prescription,NDC :12345678916,Price :8.75/n
Drug ID : 92,Drug Name :Ondansetron,Generic Name :Ondansetron,Drug Class :Antiemetic,Indications :Nausea and Vomiting,Dosage Form :Tablet,Strength :8 mg,Route of Administration :Oral,Mechanism of Action :Blocks serotonin receptors,Side Effects :Drowsiness,Contraindications : Constipation,Interactions :Long QT syndrome: use with caution,Warnings and Precautions :Take as directed by healthcare provider,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :NauseaRelief,Approval Date :44659,Availability :Prescription,NDC :23456789027,Price :6.25/n
Drug ID : 93,Drug Name :Amiodarone,Generic Name :Amiodarone,Drug Class :Antiarrhythmic,Indications :Arrhythmias,Dosage Form :Tablet,Strength :200 mg,Route of Administration :Oral,Mechanism of Action :Prolongs action potential duration,Side Effects :Photosensitivity,Contraindications : Lung problems,Interactions :Heart problems: use with caution,Warnings and Precautions :Take with meals,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :CardioCare,Approval Date :44530,Availability :Prescription,NDC :34567890138,Price :7.99/n
Drug ID : 94,Drug Name :Drospirenone / Ethinyl Estradiol,Generic Name :Drospirenone / Ethinyl Estradiol,Drug Class :Combined Oral Contraceptive,Indications :Contraception,Dosage Form :Pill,Strength :3 mg / 0.03 mg,Route of Administration :Oral,Mechanism of Action :Inhibits ovulation,Side Effects :Nausea,Contraindications : Weight gain,Interactions :Smokers: increased risk of cardiovascular events,Warnings and Precautions :Take at the same time each day,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :Women'sHealth,Approval Date :44622,Availability :Prescription,NDC :45678901249,Price :9.75/n
Drug ID : 95,Drug Name :Warfarin,Generic Name :Warfarin,Drug Class :Anticoagulant,Indications :Blood Clots,Dosage Form :Tablet,Strength :5 mg,Route of Administration :Oral,Mechanism of Action :Inhibits vitamin K-dependent clotting factors,Side Effects :Bleeding risk,Contraindications : Interactions with many drugs,Interactions :Regular monitoring of INR required,Warnings and Precautions :Do not change diet drastically,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :HealthMeds,Approval Date :44454,Availability :Prescription,NDC :56789012360,Price :3.99/n
Drug ID : 96,Drug Name :Propranolol,Generic Name :Propranolol,Drug Class :Beta Blocker,Indications :Hypertension,Dosage Form :Tablet,Strength :40 mg,Route of Administration :Oral,Mechanism of Action :Blocks beta receptors,Side Effects :Low heart rate,Contraindications : Low blood pressure,Interactions :Asthma: use with caution,Warnings and Precautions :Do not stop abruptly,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :CardioPharm,Approval Date :44610,Availability :Prescription,NDC :67890123471,Price :4.75/n
Drug ID : 97,Drug Name :Mirtazapine,Generic Name :Mirtazapine,Drug Class :Atypical Antidepressant,Indications :Depression,Dosage Form :Tablet,Strength :15 mg,Route of Administration :Oral,Mechanism of Action :Enhances noradrenergic and serotonergic activity,Side Effects :Drowsiness,Contraindications : Increased appetite,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MoodEase,Approval Date :44499,Availability :Prescription,NDC :78901234582,Price :6.5/n
Drug ID : 98,Drug Name :Fluoxetine,Generic Name :Fluoxetine,Drug Class :Selective Serotonin Reuptake Inhibitor,Indications :Depression,Dosage Form :Capsule,Strength :20 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EmotionCare,Approval Date :44632,Availability :Prescription,NDC :89012345693,Price :3.99/n
Drug ID : 99,Drug Name :Hydrochlorothiazide,Generic Name :Hydrochlorothiazide,Drug Class :Thiazide Diuretic,Indications :Hypertension,Dosage Form :Tablet,Strength :25 mg,Route of Administration :Oral,Mechanism of Action :Increases urine output,Side Effects :Dehydration,Contraindications : Electrolyte imbalances,Interactions :Kidney impairment: avoid,Warnings and Precautions :Take with food or milk,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :DiureticCare,Approval Date :44457,Availability :Prescription,NDC :90123456704,Price :3.5/n
Drug ID : 100,Drug Name :Olanzapine,Generic Name :Olanzapine,Drug Class :Atypical Antipsychotic,Indications :Schizophrenia,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Blocks dopamine and serotonin receptors,Side Effects :Drowsiness,Contraindications : Weight gain,Interactions :Elderly with dementia: increased risk of death,Warnings and Precautions :May cause dizziness,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MentalWellness,Approval Date :44620,Availability :Prescription,NDC :12345678915,Price :7.25/n
Drug ID : 101,Drug Name :Levothyroxine,Generic Name :Levothyroxine,Drug Class :Thyroid Hormone,Indications :Hypothyroidism,Dosage Form :Tablet,Strength :100 mcg,Route of Administration :Oral,Mechanism of Action :Replaces thyroid hormone,Side Effects :Tremor,Contraindications : Insomnia,Interactions :Cardiovascular disease: use with caution,Warnings and Precautions :Take on an empty stomach,Pregnancy Category :Category A,Storage Conditions :Room temperature,Manufacturer :EndoPharm,Approval Date :44479,Availability :Prescription,NDC :12345678914,Price :4.99/n
Drug ID : 102,Drug Name :Quetiapine,Generic Name :Quetiapine,Drug Class :Atypical Antipsychotic,Indications :Schizophrenia,Dosage Form :Tablet,Strength :200 mg,Route of Administration :Oral,Mechanism of Action :Blocks dopamine and serotonin receptors,Side Effects :Drowsiness,Contraindications : Weight gain,Interactions :Elderly with dementia: increased risk of death,Warnings and Precautions :May cause dizziness,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MentalWellness,Approval Date :44566,Availability :Prescription,NDC :23456789025,Price :7.99/n
